"Sales
 Rank",Segment,Make,Model,Bodystyle,Category,12 Month Average,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25
1,SUV Medium < $60K,Toyota,RAV4,SUV,Sales,4436,3317,2798,2598,2449,2192,2211,2843,5070,5857,5517,3907,5933,6712,5182,4841,5526,5119,5076,4405,4321,3808,4003,2421,4415,4115,
1,SUV Medium < $60K,Toyota,RAV4,SUV,Segment Share,23.02%,18.95%,15.27%,14.78%,13.53%,14.19%,14.90%,16.15%,23.51%,32.61%,28.27%,18.99%,30.47%,31.91%,26.27%,25.45%,29.10%,25.96%,28.89%,23.44%,20.17%,22.63%,21.74%,10.93%,20.91%,20.75%,
1,SUV Medium < $60K,Toyota,RAV4,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SUV Medium < $60K,Toyota,RAV4,SUV,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SUV Medium < $60K,Toyota,RAV4,SUV,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SUV Medium < $60K,Toyota,RAV4,SUV,High RRP,"$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360","$58,360"
1,SUV Medium < $60K,Toyota,RAV4,SUV,Low RRP,"$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760","$39,760"
1,SUV Medium < $60K,Toyota,RAV4,SUV,Model Launch,,,,,New Variant,,,,,,,,,,,,,Limited Edition,,,,,,,,,
2,PU/CC 4X4,Ford,Ranger,Dual Cab Pick Up,Sales,3604,4471,4346,5048,5121,5687,3638,3889,4225,4240,4362,4681,3699,4331,3342,3600,3925,3531,3452,3102,3888,3091,3577,4935,2969,3838,
2,PU/CC 4X4,Ford,Ranger,Dual Cab Pick Up,Segment Share,21.15%,24.00%,23.89%,25.08%,24.27%,27.31%,22.79%,21.65%,23.95%,26.16%,22.78%,22.10%,22.87%,25.79%,20.76%,22.17%,26.22%,23.83%,24.49%,18.79%,20.35%,19.69%,19.65%,20.03%,17.11%,20.70%,
2,PU/CC 4X4,Ford,Ranger,Dual Cab Pick Up,Retail Offer,,,,,,,,,,,,Finance,Limited Edition,Limited Edition,Limited Edition,Driveaway,Driveaway,Driveaway,Limited Edition,Limited Edition,Limited Edition,Driveaway,Driveaway,Driveaway,Finance,Finance,Limited Edition
2,PU/CC 4X4,Ford,Ranger,Dual Cab Pick Up,High CPV,"$5,713",,,,,,,,,,,"$4,382","$3,740","$3,740","$3,740","$4,909","$4,909","$4,909","$3,740","$3,740","$3,740","$8,899","$8,899","$8,899","$5,689","$6,479","$6,020"
2,PU/CC 4X4,Ford,Ranger,Dual Cab Pick Up,Low CPV,"$3,524",,,,,,,,,,,"$2,676","$3,740","$3,740","$1,140","$3,740",,"$3,740","$3,000","$3,000","$3,000","$5,178","$5,178","$5,178","$2,612","$3,000",
2,PU/CC 4X4,Ford,Ranger,Dual Cab Pick Up,High RRP,"$90,482","$87,990","$89,190","$89,190","$87,990","$87,990","$89,190","$89,190","$89,190","$89,190","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,440","$90,690","$90,690","$90,690"
2,PU/CC 4X4,Ford,Ranger,Dual Cab Pick Up,Low RRP,"$50,922","$50,380","$50,880","$50,880","$50,380","$50,380","$50,880","$50,880","$50,880","$50,880","$50,880","$50,880","$50,880","$50,880","$50,880","$50,880","$50,880","$50,880","$50,880","$50,880","$50,880","$50,880","$50,880","$50,880","$51,130","$51,130","$51,130"
2,PU/CC 4X4,Ford,Ranger,Dual Cab Pick Up,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,SUV Large < $80K,Ford,Everest,SUV,Sales,2309,1502,1984,1803,1389,1496,1176,1059,2264,2400,2110,2267,2162,2273,2902,2668,2737,2476,1679,1207,2100,2234,2369,2705,2425,2203,
3,SUV Large < $80K,Ford,Everest,SUV,Segment Share,20.30%,13.29%,17.28%,14.82%,11.69%,13.49%,11.33%,10.34%,21.15%,24.36%,20.09%,20.82%,21.32%,25.60%,30.44%,28.32%,21.77%,21.23%,16.36%,11.58%,16.30%,20.98%,17.93%,18.70%,20.30%,19.68%,
3,SUV Large < $80K,Ford,Everest,SUV,Retail Offer,,,,,,,,,,,,,,,,Driveaway,Driveaway,Driveaway,,,,,,Limited Edition,Limited Edition,Limited Edition;Finance,Limited Edition
3,SUV Large < $80K,Ford,Everest,SUV,High CPV,"$4,971",,,,,,,,,,,,,,,"$4,432","$4,432","$4,432",,,,,,"$5,489","$5,489","$5,548","$5,489"
3,SUV Large < $80K,Ford,Everest,SUV,Low CPV,"$4,356",,,,,,,,,,,,,,,"$4,432",,"$4,432",,,,,,"$5,489","$3,472","$3,954",
3,SUV Large < $80K,Ford,Everest,SUV,High RRP,"$81,361","$77,000","$79,490","$79,490","$77,000","$77,000","$79,490","$79,490","$79,490","$79,490","$81,115","$81,115","$81,115","$80,154","$80,154","$81,200","$81,200","$81,200","$81,200","$81,200","$81,200","$81,200","$81,200","$81,200","$82,390","$82,990","$82,990"
3,SUV Large < $80K,Ford,Everest,SUV,Low RRP,"$54,282","$53,490","$53,990","$53,990","$53,490","$53,490","$53,990","$53,990","$53,990","$53,990","$54,240","$54,240","$54,240","$54,240","$54,240","$54,240","$54,240","$54,240","$54,240","$54,240","$54,240","$54,240","$54,240","$54,240","$54,490","$54,490","$54,490"
3,SUV Large < $80K,Ford,Everest,SUV,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SUV Large < $80K,Toyota,Prado,SUV,Sales,2186,1969,1976,2320,3090,2475,1746,1018,446,172,90,26,21,3,1,2,3590,2687,2847,2723,2871,2233,2732,2177,2339,2033,
4,SUV Large < $80K,Toyota,Prado,SUV,Segment Share,18.52%,17.44%,17.20%,19.08%,26.02%,22.32%,16.81%,9.92%,4.17%,1.74%,0.86%,0.24%,0.21%,0.03%,0.01%,0.02%,28.55%,23.03%,27.76%,26.11%,22.29%,20.97%,20.68%,15.06%,19.58%,18.15%,
4,SUV Large < $80K,Toyota,Prado,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SUV Large < $80K,Toyota,Prado,SUV,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SUV Large < $80K,Toyota,Prado,SUV,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SUV Large < $80K,Toyota,Prado,SUV,High RRP,"$99,990","$87,468","$87,468","$87,468","$87,468","$87,468","$87,468","$87,468","$87,468","$87,468","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990","$99,990"
4,SUV Large < $80K,Toyota,Prado,SUV,Low RRP,"$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390","$62,390"
4,SUV Large < $80K,Toyota,Prado,SUV,Model Launch,,,,,,,,New Variant,,,Tech Change,,,,,,,,,,,,,,,,
5,PU/CC 4X4,Toyota,HiLux,Dual Cab Pick Up,Sales,1763,2000,1991,2262,2123,2234,1725,1890,1588,1724,2266,2336,1865,1935,1755,1859,1331,1316,1386,1494,1676,1624,2159,2613,1917,2020,
5,PU/CC 4X4,Toyota,HiLux,Dual Cab Pick Up,Segment Share,10.21%,10.76%,10.95%,11.23%,10.06%,10.72%,10.79%,10.53%,9.02%,10.64%,11.85%,11.05%,11.52%,11.51%,10.92%,11.45%,8.90%,8.87%,9.82%,9.04%,8.76%,10.34%,11.89%,10.61%,11.05%,10.90%,
5,PU/CC 4X4,Toyota,HiLux,Dual Cab Pick Up,Retail Offer,,,,,,,,,,,,,Finance,Finance,Finance,Finance,Finance,,,,,,,,,,
5,PU/CC 4X4,Toyota,HiLux,Dual Cab Pick Up,High CPV,"$1,265",,,,,,,,,,,,"$1,500","$1,500","$1,500","$1,500",$794,,,,,,,,,,
5,PU/CC 4X4,Toyota,HiLux,Dual Cab Pick Up,Low CPV,"$1,255",,,,,,,,,,,,"$1,500","$1,500","$1,500","$1,500",$765,,,,,,,,,,
5,PU/CC 4X4,Toyota,HiLux,Dual Cab Pick Up,High RRP,"$74,310","$70,760","$73,990","$73,990","$73,990","$73,990","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310","$74,310"
5,PU/CC 4X4,Toyota,HiLux,Dual Cab Pick Up,Low RRP,"$48,420","$48,235","$48,235","$48,235","$48,235","$48,235","$48,420","$48,420","$48,420","$48,420","$48,420","$48,420","$48,420","$48,420","$48,420","$48,420","$48,420","$48,420","$48,420","$48,420","$48,420","$48,420","$48,420","$48,420","$48,420","$48,420","$48,420"
5,PU/CC 4X4,Toyota,HiLux,Dual Cab Pick Up,Model Launch,,,,,,,,,,,,,,,,,Facelift,,,,,,,,,,
6,SUV Small < $45K,Hyundai,Kona,SUV,Sales,1701,993,1218,1378,1332,995,1368,1024,1607,1303,1842,1804,1470,1674,1260,1800,1279,943,1301,1889,2011,1605,1951,2484,1903,1983,
6,SUV Small < $45K,Hyundai,Kona,SUV,Segment Share,13.01%,7.30%,9.48%,11.11%,11.42%,10.11%,12.27%,8.08%,12.54%,11.91%,15.43%,13.47%,12.61%,15.81%,11.49%,16.08%,10.16%,8.77%,10.96%,13.71%,14.11%,13.31%,14.03%,15.62%,14.18%,13.72%,
6,SUV Small < $45K,Hyundai,Kona,SUV,Retail Offer,,,,,,,,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Servicing,Gift Card;Servicing,Gift Card;Servicing,Gift Card;Servicing,Gift Card;Servicing,Finance,Finance,Finance,Finance,Finance,Finance,Driveaway,Driveaway,Driveaway
6,SUV Small < $45K,Hyundai,Kona,SUV,High CPV,"$3,746",,,,,,,$440,$440,$440,$980,$980,$955,"$1,520","$3,020","$3,020","$3,020","$3,020","$5,000","$5,000","$5,000","$5,000","$5,000","$5,000","$1,335","$1,541","$1,041"
6,SUV Small < $45K,Hyundai,Kona,SUV,Low CPV,$823,,,,,,,$440,$440,$440,$440,$440,$955,$500,$500,$500,$500,$500,$500,$500,$500,"$1,335","$1,335","$1,335","$1,335","$1,041",
6,SUV Small < $45K,Hyundai,Kona,SUV,High RRP,"$71,000","$64,000","$64,000","$64,000","$64,000","$64,000","$68,000","$68,000","$68,000","$68,000","$68,000","$71,000","$71,000","$71,000","$71,000","$71,000","$71,000","$71,000","$71,000","$71,000","$71,000","$71,000","$71,000","$71,000","$71,000","$71,000","$71,000"
6,SUV Small < $45K,Hyundai,Kona,SUV,Low RRP,"$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500","$28,500"
6,SUV Small < $45K,Hyundai,Kona,SUV,Model Launch,,,,,,,New Variant,,,,,,,,,,,,Facelift,,,,,,,,
7,SUV Small < $45K,MG,MG ZST,SUV,Sales,899,1222,931,1106,825,630,860,1027,839,751,804,898,787,849,727,916,672,474,811,803,1300,756,779,861,715,1979,
7,SUV Small < $45K,MG,MG ZST,SUV,Segment Share,6.88%,8.98%,7.26%,8.92%,7.07%,6.41%,7.72%,8.11%,6.53%,6.87%,6.74%,6.70%,6.76%,8.01%,6.62%,8.18%,5.33%,4.41%,6.85%,5.82%,9.11%,6.26%,5.61%,5.41%,5.33%,13.68%,
7,SUV Small < $45K,MG,MG ZST,SUV,Retail Offer,,Gift,Cash Back,Cash Back,,,,Factory Bonus,Factory Bonus,,,,,Driveaway,Cash Back,Driveaway,Factory Bonus,Factory Bonus,Factory Bonus,Cash Back,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Cash Back,Cash Back
7,SUV Small < $45K,MG,MG ZST,SUV,High CPV,"$3,260","$1,050","$2,500","$2,500",,,,"$1,500","$2,500",,,,,"$1,000","$1,500","$3,000","$2,500","$2,500","$2,500","$1,500","$4,804","$3,804","$3,804","$3,804","$3,702","$5,702","$5,702"
7,SUV Small < $45K,MG,MG ZST,SUV,Low CPV,"$2,405",$50,"$1,350","$1,500",,,,,"$1,500",,,,,$500,$500,"$2,500","$1,500","$1,500","$1,500","$1,500","$4,804",$39,"$3,804","$3,804","$3,702","$3,702",
7,SUV Small < $45K,MG,MG ZST,SUV,High RRP,"$32,457","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$34,990","$30,490","$30,490","$30,490","$31,490","$31,490","$31,490","$31,490","$31,490","$31,490","$31,490","$31,490","$33,423","$33,423","$33,423","$33,423","$33,423","$33,423","$33,423"
7,SUV Small < $45K,MG,MG ZST,SUV,Low RRP,"$26,648","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$25,490","$25,490","$25,490","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$22,888","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990"
7,SUV Small < $45K,MG,MG ZST,SUV,Model Launch,,,,,,,,Facelift,,,,,,,,,,,,,New Variant,,,,,,
8,SUV Small < $45K,Chery,Tiggo 4,SUV,Sales,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,745,819,1018,1068,1252,1165,1725,1768,2065,1780,
8,SUV Small < $45K,Chery,Tiggo 4,SUV,Segment Share,8.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.16%,5.92%,7.63%,8.58%,7.75%,8.78%,9.65%,12.41%,11.12%,15.39%,12.31%,
8,SUV Small < $45K,Chery,Tiggo 4,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,SUV Small < $45K,Chery,Tiggo 4,SUV,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,SUV Small < $45K,Chery,Tiggo 4,SUV,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,SUV Small < $45K,Chery,Tiggo 4,SUV,High RRP,"$28,990",,,,,,,,,,,,,,"$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$34,990","$34,990","$34,990","$34,990"
8,SUV Small < $45K,Chery,Tiggo 4,SUV,Low RRP,"$23,990",,,,,,,,,,,,,,"$23,990","$23,990","$23,990","$23,990","$23,990","$23,990","$23,990","$23,990","$23,990","$23,990","$23,990","$23,990","$23,990"
8,SUV Small < $45K,Chery,Tiggo 4,SUV,Model Launch,,,,,,,,,Limited Edition,,,,,,,,,,Limited Edition,,,,,,,,
9,SUV Medium < $60K,Mitsubishi,Outlander,SUV,Sales,1993,2030,2612,2238,2381,1882,2077,2209,2764,1848,2500,3045,2110,2188,2508,1901,2472,1991,2090,2385,3005,1327,1396,1196,1869,1775,
9,SUV Medium < $60K,Mitsubishi,Outlander,SUV,Segment Share,10.25%,11.59%,14.25%,12.73%,13.16%,12.18%,14.00%,12.55%,12.82%,10.30%,12.82%,14.78%,10.85%,10.40%,12.73%,9.98%,13.01%,10.09%,11.88%,12.67%,14.01%,7.89%,7.57%,5.41%,8.85%,8.95%,
9,SUV Medium < $60K,Mitsubishi,Outlander,SUV,Retail Offer,,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Fuel Card,Fuel Card,Driveaway,Gift Card,Gift Card,Gift Card,Gift Card,Gift Card;Driveaway;Servicing,Gift Card,Gift Card,Gift Card,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Driveaway,Servicing,Cash Back,Cash Back
9,SUV Medium < $60K,Mitsubishi,Outlander,SUV,High CPV,"$3,991",$879,$879,"$1,727",$887,$807,$807,"$1,726","$1,726",$947,"$2,226","$2,226","$2,226","$2,226","$3,366","$2,226","$2,226","$2,226","$3,226","$3,226","$3,226","$2,947","$3,222","$5,287","$6,427","$10,287","$10,287"
9,SUV Medium < $60K,Mitsubishi,Outlander,SUV,Low CPV,$602,,,$332,,,,$145,$145,,$145,$145,$370,$370,"$1,046",$370,$370,$370,$370,$906,$906,$24,"$1,722",$810,$164,$164,
9,SUV Medium < $60K,Mitsubishi,Outlander,SUV,High RRP,"$73,790","$70,990","$70,990","$71,790","$71,790","$71,790","$71,790","$71,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790","$73,790"
9,SUV Medium < $60K,Mitsubishi,Outlander,SUV,Low RRP,"$38,415","$37,240","$37,240","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$37,740","$39,540","$39,540","$39,990","$39,990","$39,990"
9,SUV Medium < $60K,Mitsubishi,Outlander,SUV,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SUV Medium < $60K,Kia,Sportage,SUV,Sales,1820,1259,2031,1529,1559,1546,1665,1350,2114,1699,1790,1856,1515,2051,2055,2136,1766,2213,1826,1927,1847,1701,1422,1835,1464,1653,
10,SUV Medium < $60K,Kia,Sportage,SUV,Segment Share,9.40%,7.19%,11.08%,8.69%,8.61%,10.03%,11.22%,7.65%,9.78%,9.45%,9.16%,9.02%,7.80%,9.77%,10.42%,11.24%,9.32%,11.23%,10.40%,10.25%,8.61%,10.11%,7.72%,8.27%,6.93%,8.33%,
10,SUV Medium < $60K,Kia,Sportage,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SUV Medium < $60K,Kia,Sportage,SUV,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SUV Medium < $60K,Kia,Sportage,SUV,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SUV Medium < $60K,Kia,Sportage,SUV,High RRP,"$57,070","$52,720","$52,720","$52,720","$52,720","$52,720","$52,720","$52,920","$55,420","$55,420","$55,420","$55,420","$55,420","$55,420","$55,420","$55,420","$55,420","$55,420","$55,420","$55,420","$55,420","$55,420","$60,370","$60,370","$60,370","$60,370","$60,370"
10,SUV Medium < $60K,Kia,Sportage,SUV,Low RRP,"$32,995","$32,795","$32,795","$32,795","$32,795","$32,795","$32,795","$32,995","$32,995","$32,995","$32,995","$32,995","$32,995","$32,995","$32,995","$32,995","$32,995","$32,995","$32,995","$32,995","$32,995","$32,995","$32,995","$32,995","$32,995","$32,995","$32,995"
10,SUV Medium < $60K,Kia,Sportage,SUV,Model Launch,,,,,,,,,,,,,,,Facelift,,,,,,,,,,,,
11,SUV Medium < $60K,Subaru,Forester,SUV,Sales,1160,1427,1414,1351,1470,1447,1061,1206,1316,916,1042,1309,1257,1166,1047,1028,1038,1059,961,1164,1083,788,1073,1426,1676,1582,
11,SUV Medium < $60K,Subaru,Forester,SUV,Segment Share,5.93%,8.16%,7.72%,7.70%,8.12%,9.38%,7.15%,6.85%,6.09%,5.11%,5.33%,6.36%,6.46%,5.54%,5.31%,5.40%,5.47%,5.36%,5.48%,6.19%,5.05%,4.68%,5.81%,6.43%,7.95%,7.98%,
11,SUV Medium < $60K,Subaru,Forester,SUV,Retail Offer,,,Demonstrator;Servicing,Demonstrator;Servicing,Accessory;Roadside Assist,Finance,Pack;Gift Card,Pack;Gift Card,,,Fuel Card;On-Roads;Roadside Assist,Fuel Card;On-Roads;Roadside Assist,Fuel Card;On-Roads;Roadside Assist,,,Fuel Card,Limited Edition,Limited Edition,Servicing;Roadside Assist,Servicing;Roadside Assist,Servicing;Roadside Assist,Limited Edition,Limited Edition,Limited Edition,Limited Edition,,Limited Edition
11,SUV Medium < $60K,Subaru,Forester,SUV,High CPV,$837,,$760,$760,"$1,500","$1,103","$4,500","$4,500",,,"$2,350","$2,350","$2,350",,,$750,$731,$731,"$1,440","$1,440","$1,440",$459,$459,$459,$459,,"$1,825"
11,SUV Medium < $60K,Subaru,Forester,SUV,Low CPV,$508,,$760,$760,$564,"$1,096","$2,000","$2,000",,,"$2,350",$395,$330,,,$731,$731,$731,"$1,440",$241,$241,$241,$241,$241,$241,,
11,SUV Medium < $60K,Subaru,Forester,SUV,High RRP,"$52,090","$49,340","$49,340","$49,340","$50,140","$50,140","$50,140","$50,140","$50,140","$50,140","$50,140","$50,140","$50,140","$50,140","$50,140","$50,140","$50,140","$50,140","$50,140","$50,140","$50,140","$50,140","$55,990","$55,990","$55,990","$55,990","$55,990"
11,SUV Medium < $60K,Subaru,Forester,SUV,Low RRP,"$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890","$37,890"
11,SUV Medium < $60K,Subaru,Forester,SUV,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,SUV Small < $45K,GWM,Haval Jolion,SUV,Sales,1445,996,974,813,1029,1083,1055,1202,1203,1101,1265,1305,1119,931,1125,967,1274,1691,1286,1306,1568,1423,1446,2000,1687,1562,
12,SUV Small < $45K,GWM,Haval Jolion,SUV,Segment Share,11.19%,7.32%,7.60%,6.57%,8.81%,11.01%,9.47%,9.48%,9.37%,10.07%,10.58%,9.74%,9.60%,8.80%,10.23%,8.66%,10.13%,15.74%,10.85%,9.49%,10.98%,11.80%,10.39%,12.58%,12.57%,10.80%,
12,SUV Small < $45K,GWM,Haval Jolion,SUV,Retail Offer,,Reduced Price,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Cash Back,Cash Back,Cash Back,Driveaway,Servicing,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway
12,SUV Small < $45K,GWM,Haval Jolion,SUV,High CPV,"$2,927","$1,000","$1,500","$2,490","$3,000","$3,000","$3,000","$3,000","$3,000","$4,000","$4,000","$4,000","$1,000","$1,000","$1,000","$4,490","$5,630","$3,000","$3,000","$3,000","$3,000","$2,000","$2,000","$2,000","$3,000","$3,000","$3,000"
12,SUV Small < $45K,GWM,Haval Jolion,SUV,Low CPV,"$1,167",$500,$500,"$1,490","$1,000","$1,000","$1,000","$1,000","$1,000","$2,000","$3,000","$2,000",,,"$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$2,000","$2,000",
12,SUV Small < $45K,GWM,Haval Jolion,SUV,High RRP,"$38,823","$40,990","$40,990","$40,990","$40,990","$40,990","$40,990","$40,990","$40,990","$40,990","$40,990","$38,990","$38,990","$38,990","$38,990","$37,990","$37,990","$38,990","$38,990","$38,990","$38,990","$38,990","$38,990","$38,990","$38,990","$38,990","$38,990"
12,SUV Small < $45K,GWM,Haval Jolion,SUV,Low RRP,"$26,823","$28,490","$28,490","$28,490","$28,490","$28,490","$28,490","$28,490","$28,490","$28,490","$28,490","$26,990","$26,990","$26,990","$26,990","$25,990","$25,990","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990","$26,990"
12,SUV Small < $45K,GWM,Haval Jolion,SUV,Model Launch,,,,,Tech Change,,,,,Tech Change,,,,,,,,,,,,,,,,,New Variant
13,SUV Medium < $60K,Mazda,CX-5,SUV,Sales,1855,1784,1888,2509,2256,1423,1720,1642,2134,1629,2108,2687,2031,1927,1799,1833,1727,1598,1872,1932,1734,1607,2264,2582,1821,1492,
13,SUV Medium < $60K,Mazda,CX-5,SUV,Segment Share,9.56%,10.18%,10.28%,14.27%,12.49%,9.22%,11.58%,9.33%,9.90%,9.07%,10.82%,13.05%,10.45%,9.17%,9.12%,9.63%,9.11%,8.11%,10.66%,10.27%,8.11%,9.56%,12.30%,11.67%,8.63%,7.53%,
13,SUV Medium < $60K,Mazda,CX-5,SUV,Retail Offer,,,,,On-Roads,,,,Factory Bonus,Factory Bonus,Driveaway,Driveaway,Driveaway,Driveaway,Factory Bonus,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway
13,SUV Medium < $60K,Mazda,CX-5,SUV,High CPV,"$3,175",,,,"$2,503",,,,"$1,000","$1,200","$3,048","$3,048","$3,048","$3,048","$3,798","$3,048","$3,048","$3,048","$3,048","$3,048","$3,048","$3,202","$3,202","$3,202","$3,202","$3,202","$3,202"
13,SUV Medium < $60K,Mazda,CX-5,SUV,Low CPV,"$3,106",,,,"$2,058",,,,,,"$1,048","$3,048","$3,048","$3,048","$3,048","$3,048","$3,048","$3,048","$3,048",,,,,"$3,202","$3,202","$3,202",
13,SUV Medium < $60K,Mazda,CX-5,SUV,High RRP,"$55,163","$55,100","$55,100","$55,100","$55,100","$55,100","$55,100","$55,100","$55,100","$55,100","$55,100","$55,100","$55,100","$55,100","$55,100","$55,100","$55,100","$55,100","$55,100","$55,100","$55,100","$55,150","$55,150","$55,150","$55,150","$55,650","$55,650"
13,SUV Medium < $60K,Mazda,CX-5,SUV,Low RRP,"$36,653","$36,110","$36,110","$36,560","$36,560","$36,560","$36,590","$36,590","$36,590","$36,590","$36,590","$36,590","$36,590","$36,590","$36,590","$36,590","$36,590","$36,590","$36,590","$36,590","$36,590","$36,740","$36,740","$36,740","$36,740","$36,740","$36,740"
13,SUV Medium < $60K,Mazda,CX-5,SUV,Model Launch,,,,,New Variant,,,,,,,,,,,,,,,,,,,,,,Limited Edition
14,SUV Medium < $60K,BYD,Sealion 7,SUV,Sales,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,573,743,488,1795,1427,1413,
14,SUV Medium < $60K,BYD,Sealion 7,SUV,Segment Share,2.71%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.83%,2.67%,4.41%,2.65%,8.11%,6.76%,7.13%,
14,SUV Medium < $60K,BYD,Sealion 7,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,Lease,Lease,Lease,Lease,Lease
14,SUV Medium < $60K,BYD,Sealion 7,SUV,High CPV,"$2,560",,,,,,,,,,,,,,,,,,,,,,"$2,560","$2,560","$2,560","$2,560","$2,560"
14,SUV Medium < $60K,BYD,Sealion 7,SUV,Low CPV,"$2,200",,,,,,,,,,,,,,,,,,,,,,"$2,200","$2,200","$2,200","$2,200",
14,SUV Medium < $60K,BYD,Sealion 7,SUV,High RRP,"$63,990",,,,,,,,,,,,,,,,,,,"$63,990","$63,990","$63,990","$63,990","$63,990","$63,990","$63,990","$63,990"
